,open,high,low,close,volume
2006-12-27,1.9537,1.963,1.9527,1.9563,0
2006-12-28,1.9561,1.9677,1.9555,1.9629,0
2006-12-29,1.9628,1.967,1.9566,1.9586,0
2007-01-01,1.9587,1.959,1.9575,1.959,0
2007-01-02,1.9591,1.9742,1.9589,1.9736,0
2007-01-03,1.9735,1.9751,1.9482,1.9511,0
2007-01-04,1.9512,1.953,1.9397,1.9428,0
2007-01-05,1.9427,1.9444,1.9264,1.9291,0
2007-01-08,1.9307,1.9404,1.9259,1.9379,0
2007-01-09,1.9376,1.9455,1.9372,1.9396,0
2007-01-10,1.9396,1.9421,1.9316,1.9319,0
2007-01-11,1.932,1.9534,1.9317,1.9451,0
2007-01-12,1.9451,1.9606,1.9427,1.9589,0
2007-01-15,1.9639,1.9652,1.963,1.9643,0
2007-01-16,1.9644,1.9702,1.9591,1.9609,0
2007-01-17,1.9612,1.9723,1.9601,1.9697,0
2007-01-18,1.9697,1.9778,1.9635,1.9743,0
2007-01-19,1.9742,1.977,1.9695,1.9737,0
2007-01-22,1.9738,1.9786,1.9717,1.9761,0
2007-01-23,1.9761,1.9914,1.9751,1.9814,0
2007-01-24,1.9813,1.983,1.9645,1.9695,0
2007-01-25,1.9696,1.9731,1.9626,1.9639,0
2007-01-26,1.9641,1.968,1.9559,1.9588,0
2007-01-29,1.9595,1.9614,1.9549,1.961,0
2007-01-30,1.9608,1.9695,1.9599,1.9627,0
2007-01-31,1.9626,1.9669,1.9481,1.9652,0
2007-02-01,1.9648,1.9735,1.9621,1.9667,0
2007-02-02,1.9666,1.9746,1.9637,1.966,0
2007-02-05,1.9656,1.9667,1.9536,1.9603,0
2007-02-06,1.9602,1.972,1.9588,1.9709,0
2007-02-07,1.971,1.9733,1.9675,1.9704,0
2007-02-08,1.9705,1.9728,1.9543,1.9587,0
2007-02-09,1.9588,1.96,1.9456,1.949,0
2007-02-12,1.9481,1.9565,1.9438,1.9475,0
2007-02-13,1.9469,1.9522,1.9402,1.9468,0
2007-02-14,1.9468,1.9639,1.9454,1.9626,0
2007-02-15,1.9625,1.9677,1.951,1.951,0
2007-02-16,1.9517,1.9539,1.9464,1.9499,0
2007-02-19,1.9522,1.9561,1.9433,1.9513,0
2007-02-20,1.9511,1.9576,1.9478,1.955,0
2007-02-21,1.955,1.959,1.9487,1.954,0
2007-02-22,1.9541,1.96,1.9462,1.9565,0
2007-02-23,1.9566,1.9651,1.9537,1.9632,0
2007-02-26,1.9628,1.966,1.9608,1.9634,0
2007-02-27,1.9633,1.9672,1.9592,1.9621,0
2007-02-28,1.9622,1.9644,1.9518,1.9637,0
2007-03-01,1.9635,1.9652,1.956,1.9584,0
2007-03-02,1.9581,1.9582,1.9412,1.9434,0
2007-03-05,1.9436,1.9447,1.9184,1.9204,0
2007-03-06,1.921,1.9321,1.9184,1.9313,0
2007-03-07,1.9315,1.9358,1.9261,1.9327,0
2007-03-08,1.9323,1.9352,1.9272,1.9282,0
2007-03-09,1.928,1.934,1.9268,1.9319,0
2007-03-12,1.9342,1.9432,1.9251,1.9324,0
2007-03-13,1.9324,1.9353,1.9272,1.9288,0
2007-03-14,1.9289,1.9373,1.9212,1.9361,0
2007-03-15,1.9359,1.9392,1.9308,1.9373,0
2007-03-16,1.9372,1.9503,1.9356,1.9423,0
2007-03-19,1.9415,1.9472,1.9384,1.9441,0
2007-03-20,1.9434,1.9623,1.9432,1.9612,0
2007-03-21,1.9611,1.969,1.9555,1.9676,0
2007-03-22,1.9677,1.9726,1.9611,1.9647,0
2007-03-23,1.9646,1.9689,1.9587,1.9615,0
2007-03-26,1.9612,1.9721,1.9571,1.9692,0
2007-03-27,1.9692,1.9704,1.962,1.9656,0
2007-03-28,1.9666,1.968,1.96,1.9614,0
2007-03-29,1.9613,1.9658,1.9613,1.9617,0
2007-03-30,1.9618,1.9716,1.9546,1.9677,0
2007-04-02,1.969,1.98,1.9662,1.9777,0
2007-04-03,1.9777,1.9821,1.973,1.974,0
2007-04-04,1.9742,1.9774,1.9717,1.9761,0
2007-04-05,1.9761,1.977,1.9669,1.9707,0
2007-04-06,1.9706,1.972,1.9636,1.9653,0
2007-04-09,1.9654,1.9656,1.9591,1.9625,0
2007-04-10,1.9625,1.9751,1.9613,1.9727,0
2007-04-11,1.9728,1.9815,1.9709,1.9749,0
2007-04-12,1.9749,1.981,1.9725,1.9793,0
2007-04-13,1.979,1.9886,1.9782,1.9861,0
2007-04-16,1.9861,1.9938,1.9854,1.9896,0
2007-04-17,1.9894,2.0074,1.9879,2.0067,0
2007-04-18,2.007,2.013,2.0014,2.0085,0
2007-04-19,2.0083,2.0095,1.9985,2.0032,0
2007-04-20,2.0032,2.0069,1.9991,2.0021,0
2007-04-23,2.0042,2.006,1.9976,2.0007,0
2007-04-24,2.0005,2.0045,1.9954,2.0017,0
2007-04-25,2.0024,2.0061,2.0004,2.0013,0
2007-04-26,2.0013,2.0059,1.9891,1.9911,0
2007-04-27,1.991,2.0042,1.9866,1.9973,0
2007-04-30,1.9957,2.003,1.9891,1.9994,0
2007-05-01,1.9994,2.0072,1.998,1.9987,0
2007-05-02,1.9984,1.9994,1.9871,1.9897,0
2007-05-03,1.9896,1.9945,1.9855,1.9866,0
2007-05-04,1.987,1.994,1.9844,1.9921,0
2007-05-07,1.9941,1.9974,1.9925,1.9929,0
2007-05-08,1.9928,1.9962,1.9879,1.9892,0
2007-05-09,1.9893,1.9996,1.9882,1.9935,0
2007-05-10,1.9934,1.9961,1.977,1.9798,0
2007-05-11,1.9794,1.9844,1.9761,1.9812,0
2007-05-14,1.9817,1.9845,1.978,1.9791,0
2007-05-15,1.9791,1.9872,1.9748,1.9858,0
2007-05-16,1.9853,1.9872,1.9756,1.9768,0
2007-05-17,1.9768,1.9789,1.9733,1.9746,0
2007-05-18,1.9744,1.9775,1.97,1.9747,0
2007-05-21,1.9751,1.9754,1.9677,1.9715,0
2007-05-22,1.9713,1.9768,1.9701,1.9744,0
2007-05-23,1.9745,1.9893,1.9717,1.9866,0
2007-05-24,1.9865,1.9888,1.983,1.9846,0
2007-05-25,1.9844,1.9878,1.9831,1.9835,0
2007-05-28,1.9842,1.9848,1.9823,1.9835,0
2007-05-29,1.9834,1.9898,1.9791,1.9811,0
2007-05-30,1.9812,1.9829,1.9733,1.9757,0
2007-05-31,1.9762,1.9818,1.9737,1.9798,0
2007-06-01,1.9797,1.9825,1.9768,1.9822,0
2007-06-04,1.9821,1.9926,1.9813,1.9913,0
2007-06-05,1.9914,1.9967,1.9909,1.9932,0
2007-06-06,1.993,1.9957,1.9908,1.9925,0
2007-06-07,1.9921,1.9942,1.9746,1.978,0
2007-06-08,1.9776,1.9791,1.9623,1.9699,0
2007-06-11,1.9695,1.9702,1.965,1.969,0
2007-06-12,1.969,1.9783,1.9685,1.9743,0
2007-06-13,1.974,1.9762,1.9675,1.973,0
2007-06-14,1.9728,1.9735,1.9657,1.9691,0
2007-06-15,1.9696,1.9779,1.9687,1.9759,0
2007-06-18,1.9757,1.9843,1.9757,1.9834,0
2007-06-19,1.9833,1.9889,1.9825,1.9887,0
2007-06-20,1.9886,1.9947,1.987,1.9931,0
2007-06-21,1.9927,1.994,1.9887,1.9924,0
2007-06-22,1.9923,1.9996,1.991,1.9993,0
2007-06-25,1.999,2.0004,1.9956,1.9975,0
2007-06-26,1.9977,2.0015,1.9958,1.9988,0
2007-06-27,1.9984,1.9994,1.9929,1.9992,0
2007-06-28,1.9991,2.0042,1.9975,2.0028,0
2007-06-29,2.0027,2.0086,2.0011,2.0086,0
2007-07-02,2.0084,2.0184,2.007,2.017,0
2007-07-03,2.0172,2.0193,2.0133,2.0157,0
2007-07-04,2.016,2.0204,2.0149,2.0162,0
2007-07-05,2.0161,2.02,2.0088,2.0112,0
2007-07-06,2.0117,2.014,2.0057,2.0107,0
2007-07-09,2.011,2.0171,2.0096,2.0151,0
2007-07-10,2.0151,2.028,2.0121,2.0278,0
2007-07-11,2.0277,2.0362,2.0244,2.0323,0
2007-07-12,2.032,2.036,2.027,2.0301,0
2007-07-13,2.0301,2.0365,2.0261,2.0342,0
2007-07-16,2.034,2.0402,2.0324,2.036,0
2007-07-17,2.0361,2.0473,2.0348,2.0467,0
2007-07-18,2.0465,2.0547,2.046,2.0527,0
2007-07-19,2.0525,2.054,2.047,2.0488,0
2007-07-20,2.0486,2.0586,2.048,2.056,0
2007-07-23,2.0555,2.0602,2.0548,2.0592,0
2007-07-24,2.0593,2.0652,2.0585,2.0625,0
2007-07-25,2.0625,2.0629,2.0485,2.0536,0
2007-07-26,2.0537,2.0561,2.0425,2.0489,0
2007-07-27,2.0488,2.0489,2.023,2.024,0
2007-07-30,2.0231,2.0288,2.0199,2.0245,0
2007-07-31,2.0245,2.0377,2.0232,2.0311,0
2007-08-01,2.0309,2.0348,2.0203,2.0324,0
2007-08-02,2.0318,2.0377,2.0281,2.0373,0
2007-08-03,2.0372,2.0459,2.0337,2.0406,0
2007-08-06,2.0414,2.0461,2.0279,2.0313,0
2007-08-07,2.0315,2.0335,2.0188,2.0212,0
2007-08-08,2.0212,2.0397,2.0156,2.037,0
2007-08-09,2.037,2.0394,2.021,2.0225,0
2007-08-10,2.0229,2.0267,2.0155,2.0232,0
2007-08-13,2.0225,2.0256,2.0085,2.0124,0
2007-08-14,2.0122,2.013,1.9964,1.9968,0
2007-08-15,1.9965,1.9971,1.9855,1.9886,0
2007-08-16,1.9884,1.9888,1.9769,1.9827,0
2007-08-17,1.9829,1.9934,1.9653,1.981,0
2007-08-20,1.9808,1.9899,1.9769,1.9877,0
2007-08-21,1.9876,1.9904,1.9742,1.9816,0
2007-08-22,1.9816,1.9929,1.9801,1.9927,0
2007-08-23,1.9934,2.0091,1.9918,2.005,0
2007-08-24,2.0054,2.0131,1.998,2.0129,0
2007-08-27,2.0177,2.0185,2.0102,2.0102,0
2007-08-28,2.0103,2.014,1.9994,1.9994,0
2007-08-29,1.9997,2.018,1.9962,2.0177,0
2007-08-30,2.0175,2.0182,2.0044,2.013,0
2007-08-31,2.013,2.0231,2.0109,2.017,0
2007-09-03,2.0167,2.0213,2.0138,2.0182,0
2007-09-04,2.0184,2.0193,2.0075,2.0133,0
2007-09-05,2.0136,2.0225,2.0042,2.0199,0
2007-09-06,2.0197,2.0264,2.0141,2.0234,0
2007-09-07,2.0232,2.0322,2.0161,2.0285,0
2007-09-10,2.0282,2.0328,2.0262,2.0274,0
2007-09-11,2.0276,2.0334,2.0234,2.0321,0
2007-09-12,2.0321,2.0363,2.0286,2.0294,0
2007-09-13,2.0294,2.0345,2.019,2.019,0
2007-09-14,2.019,2.0224,2.0055,2.0073,0
2007-09-17,2.0066,2.0091,1.9915,1.994,0
2007-09-18,1.9939,2.0148,1.988,2.0129,0
2007-09-19,2.0126,2.0171,1.9951,1.9996,0
2007-09-20,1.9997,2.0145,1.9973,2.0092,0
2007-09-21,2.0089,2.0211,2.008,2.0201,0
2007-09-24,2.0205,2.0316,2.0197,2.0215,0
2007-09-25,2.0215,2.0216,2.0085,2.0183,0
2007-09-26,2.0182,2.0216,2.0104,2.0156,0
2007-09-27,2.0157,2.029,2.0136,2.0268,0
2007-09-28,2.0267,2.0488,2.0197,2.0471,0
2007-10-01,2.0462,2.0492,2.0377,2.0431,0
2007-10-02,2.0429,2.0443,2.037,2.0405,0
2007-10-03,2.0405,2.0442,2.0309,2.0318,0
2007-10-04,2.0319,2.0426,2.0277,2.0386,0
2007-10-05,2.0384,2.0443,2.0304,2.0419,0
2007-10-08,2.0415,2.0426,2.0331,2.0374,0
2007-10-09,2.0372,2.0388,2.0258,2.037,0
2007-10-10,2.0369,2.0473,2.0366,2.0419,0
2007-10-11,2.0419,2.0421,2.0309,2.0336,0
2007-10-12,2.0338,2.0364,2.0245,2.0362,0
2007-10-15,2.0355,2.0437,2.0318,2.0428,0
2007-10-16,2.0425,2.0436,2.0294,2.0324,0
2007-10-17,2.0323,2.0417,2.0287,2.0411,0
2007-10-18,2.0408,2.0509,2.0381,2.0424,0
2007-10-19,2.0425,2.0523,2.041,2.0515,0
2007-10-22,2.0509,2.0533,2.0258,2.0307,0
2007-10-23,2.0306,2.0517,2.0302,2.0505,0
2007-10-24,2.0508,2.0516,2.0426,2.0497,0
2007-10-25,2.0496,2.0551,2.0451,2.0513,0
2007-10-26,2.0515,2.0572,2.0479,2.0521,0
2007-10-29,2.053,2.0643,2.0529,2.0629,0
2007-10-30,2.0628,2.0702,2.0565,2.0675,0
2007-10-31,2.0678,2.0821,2.0671,2.081,0
2007-11-01,2.0811,2.0872,2.0753,2.0776,0
2007-11-02,2.0774,2.0896,2.0763,2.0892,0
2007-11-05,2.0891,2.0893,2.0782,2.0806,0
2007-11-06,2.0803,2.0903,2.0802,2.0875,0
2007-11-07,2.0876,2.107,2.086,2.1014,0
2007-11-08,2.1021,2.1116,2.0972,2.1072,0
2007-11-09,2.1073,2.1159,2.088,2.0899,0
2007-11-12,2.086,2.0868,2.0527,2.0528,0
2007-11-13,2.053,2.0762,2.0521,2.0708,0
2007-11-14,2.0708,2.0843,2.0505,2.0522,0
2007-11-15,2.0514,2.0616,2.0418,2.0451,0
2007-11-16,2.0449,2.0549,2.0354,2.0545,0
2007-11-19,2.0541,2.0565,2.0451,2.05,0
2007-11-20,2.0502,2.0683,2.0454,2.0668,0
2007-11-21,2.0664,2.0695,2.0527,2.0651,0
2007-11-22,2.0652,2.0682,2.0583,2.0619,0
2007-11-23,2.0618,2.0764,2.0517,2.0622,0
2007-11-26,2.0602,2.0737,2.06,2.0714,0
2007-11-27,2.0709,2.0754,2.0641,2.0688,0
2007-11-28,2.0687,2.0832,2.058,2.0821,0
2007-11-29,2.0821,2.0823,2.0593,2.0611,0
2007-11-30,2.0611,2.0699,2.0534,2.0569,0
2007-12-03,2.0546,2.0678,2.0523,2.0659,0
2007-12-04,2.0658,2.067,2.0558,2.0587,0
2007-12-05,2.059,2.0612,2.0245,2.026,0
2007-12-06,2.0259,2.031,2.0183,2.0278,0
2007-12-07,2.0278,2.0345,2.0223,2.0304,0
2007-12-10,2.0302,2.0483,2.0302,2.046,0
2007-12-11,2.046,2.0514,2.0328,2.0342,0
2007-12-12,2.0344,2.0564,2.0336,2.0467,0
2007-12-13,2.0468,2.0481,2.0344,2.0415,0
2007-12-14,2.0412,2.0446,2.0145,2.0176,0
2007-12-17,2.0145,2.0228,2.0099,2.0206,0
2007-12-18,2.0204,2.0225,2.0109,2.0144,0
2007-12-19,2.0142,2.0194,1.9927,1.9978,0
2007-12-20,1.9976,1.9984,1.9808,1.9839,0
2007-12-21,1.9837,1.9893,1.9808,1.9833,0
2007-12-24,1.9838,1.9844,1.9753,1.9773,0
2007-12-25,1.9774,1.984,1.9696,1.9785,0
2007-12-26,1.978,1.9848,1.9766,1.9835,0
2007-12-27,1.9838,1.9965,1.9823,1.9959,0
2007-12-28,1.9959,2.0021,1.9901,1.9923,0
2007-12-31,1.9947,2.0101,1.9813,1.9848,0
2008-01-01,1.9854,1.987,1.9835,1.9862,0
2008-01-02,1.9862,1.9898,1.9775,1.9813,0
2008-01-03,1.9806,1.9838,1.9703,1.9704,0
2008-01-04,1.971,1.9846,1.9672,1.9725,0
2008-01-07,1.9738,1.9757,1.9653,1.9696,0
2008-01-08,1.9707,1.9826,1.9665,1.9727,0
2008-01-09,1.973,1.9763,1.9552,1.9584,0
2008-01-10,1.9587,1.9667,1.9541,1.9612,0
2008-01-11,1.9612,1.9633,1.9482,1.9564,0
2008-01-14,1.9578,1.9647,1.9554,1.956,0
2008-01-15,1.9557,1.974,1.9523,1.9624,0
2008-01-16,1.9625,1.972,1.953,1.9634,0
2008-01-17,1.9634,1.9778,1.9604,1.9712,0
2008-01-18,1.9712,1.9726,1.9518,1.9551,0
2008-01-21,1.957,1.9583,1.9428,1.9431,0
2008-01-22,1.9431,1.9625,1.9336,1.961,0
2008-01-23,1.9606,1.9643,1.9464,1.9556,0
2008-01-24,1.9551,1.9778,1.9499,1.9765,0
2008-01-25,1.9762,1.9849,1.9737,1.9812,0
2008-01-28,1.9798,1.989,1.9727,1.9837,0
2008-01-29,1.9841,1.9929,1.981,1.9892,0
2008-01-30,1.9893,1.9958,1.9837,1.9878,0
2008-01-31,1.9862,1.9944,1.9823,1.9868,0
2008-02-01,1.987,1.9939,1.9653,1.9676,0
2008-02-04,1.9655,1.9786,1.965,1.9734,0
2008-02-05,1.9731,1.9762,1.9604,1.964,0
2008-02-06,1.9649,1.9663,1.9553,1.9611,0
2008-02-07,1.9613,1.9624,1.9388,1.9419,0
2008-02-08,1.9422,1.9509,1.9403,1.9455,0
2008-02-11,1.9455,1.9526,1.9403,1.9511,0
2008-02-12,1.9507,1.9631,1.9442,1.9594,0
2008-02-13,1.9593,1.9665,1.9548,1.963,0
2008-02-14,1.9627,1.9737,1.9613,1.9686,0
2008-02-15,1.9688,1.9722,1.9579,1.9604,0
2008-02-18,1.9571,1.9638,1.9476,1.953,0
2008-02-19,1.9525,1.9542,1.9453,1.9477,0
2008-02-20,1.9481,1.9502,1.9358,1.9419,0
2008-02-21,1.9413,1.9641,1.9405,1.9629,0
2008-02-22,1.9627,1.9706,1.9608,1.9685,0
2008-02-25,1.9692,1.9699,1.9613,1.9671,0
2008-02-26,1.9672,1.9873,1.9641,1.9867,0
2008-02-27,1.987,1.997,1.9789,1.9817,0
2008-02-28,1.9815,1.9946,1.9762,1.989,0
2008-02-29,1.9885,1.992,1.9788,1.9877,0
2008-03-03,1.9889,1.9935,1.9808,1.9831,0
2008-03-04,1.9833,1.9889,1.9816,1.9862,0
2008-03-05,1.9863,1.9964,1.972,1.9923,0
2008-03-06,1.9918,2.0115,1.9893,2.0103,0
2008-03-07,2.009,2.021,2.0082,2.0144,0
2008-03-10,2.0166,2.0219,2.0063,2.0068,0
2008-03-11,2.0055,2.021,1.9995,2.007,0
2008-03-12,2.0071,2.0279,2.0054,2.0275,0
2008-03-13,2.0272,2.0387,2.0249,2.0324,0
2008-03-14,2.0322,2.0392,2.0175,2.0215,0
2008-03-17,2.0169,2.022,1.994,1.999,0
2008-03-18,1.9986,2.0273,1.9953,2.0076,0
2008-03-19,2.0083,2.0148,1.9802,1.9829,0
2008-03-20,1.9833,1.988,1.9737,1.9846,0
2008-03-21,1.9849,1.988,1.9811,1.9817,0
2008-03-24,1.9816,1.9876,1.9759,1.9876,0
2008-03-25,1.9857,2.0066,1.9848,2.0059,0
2008-03-26,2.0064,2.0109,1.9925,2.0084,0
2008-03-27,2.0072,2.0191,2.0024,2.0061,0
2008-03-28,2.0061,2.0089,1.9882,1.994,0
2008-03-31,1.9947,1.9978,1.9813,1.9832,0
2008-04-01,1.9832,1.9873,1.973,1.9767,0
2008-04-02,1.975,1.9898,1.9748,1.9887,0
2008-04-03,1.9887,1.9975,1.9759,1.9958,0
2008-04-04,1.9958,2.0046,1.9909,1.9931,0
2008-04-07,1.9935,1.994,1.9835,1.9883,0
2008-04-08,1.9883,1.9927,1.9664,1.9683,0
2008-04-09,1.9682,1.9791,1.9649,1.975,0
2008-04-10,1.975,1.9842,1.9706,1.9715,0
2008-04-11,1.9714,1.9756,1.9687,1.9699,0
2008-04-14,1.9683,1.9893,1.9653,1.9764,0
2008-04-15,1.9764,1.9765,1.96,1.9627,0
2008-04-16,1.9626,1.9804,1.9601,1.9727,0
2008-04-17,1.9726,1.9923,1.9691,1.9894,0
2008-04-18,1.9895,1.9996,1.988,1.9978,0
2008-04-21,1.9982,2.0024,1.9775,1.9791,0
2008-04-22,1.9792,1.9998,1.9745,1.9957,0
2008-04-23,1.9959,1.9973,1.9773,1.9788,0
2008-04-24,1.9788,1.9814,1.9687,1.9722,0
2008-04-25,1.9722,1.9888,1.9677,1.9859,0
2008-04-28,1.9847,1.9964,1.9781,1.9907,0
2008-04-29,1.9908,1.9912,1.9666,1.9698,0
2008-04-30,1.9698,1.9893,1.9624,1.9873,0
2008-05-01,1.9873,1.9908,1.9712,1.9761,0
2008-05-02,1.9761,1.9896,1.9704,1.9716,0
2008-05-05,1.9723,1.9783,1.9655,1.9726,0
2008-05-06,1.9727,1.9771,1.9652,1.9733,0
2008-05-07,1.9733,1.9734,1.9502,1.954,0
2008-05-08,1.954,1.962,1.9503,1.9546,0
2008-05-09,1.9547,1.9569,1.9457,1.9541,0
2008-05-12,1.9523,1.9631,1.9443,1.9568,0
2008-05-13,1.9567,1.9583,1.9419,1.9452,0
2008-05-14,1.9453,1.9473,1.9365,1.9465,0
2008-05-15,1.9465,1.9499,1.9403,1.948,0
2008-05-16,1.9478,1.9596,1.9441,1.957,0
2008-05-19,1.9567,1.962,1.9454,1.9478,0
2008-05-20,1.9522,1.9717,1.9503,1.9673,0
2008-05-21,1.9672,1.9695,1.9666,1.9676,0
2008-05-22,1.974,1.9848,1.9684,1.9796,0
2008-05-23,1.9795,1.9849,1.9755,1.9797,0
2008-05-26,1.9808,1.983,1.9759,1.9813,0
2008-05-27,1.9813,1.9845,1.9716,1.9746,0
2008-05-28,1.9745,1.9826,1.9703,1.98,0
2008-05-29,1.98,1.9818,1.9673,1.9754,0
2008-05-30,1.9752,1.9822,1.9683,1.9821,0
2008-06-02,1.9741,1.9765,1.9598,1.9657,0
2008-06-03,1.9672,1.9739,1.9604,1.9616,0
2008-06-04,1.963,1.9636,1.9526,1.9538,0
2008-06-05,1.9538,1.9596,1.9463,1.9575,0
2008-06-06,1.9576,1.9733,1.9537,1.9708,0
2008-06-09,1.9702,1.9799,1.9671,1.9739,0
2008-06-10,1.9739,1.9753,1.9518,1.9535,0
2008-06-11,1.9536,1.9667,1.9492,1.9634,0
2008-06-12,1.9635,1.9642,1.9433,1.9454,0
2008-06-13,1.9454,1.9513,1.941,1.9473,0
2008-06-16,1.9471,1.9686,1.9458,1.9632,0
2008-06-17,1.9631,1.9697,1.9469,1.9563,0
2008-06-18,1.9563,1.9611,1.9478,1.9591,0
2008-06-19,1.9598,1.9744,1.9587,1.9721,0
2008-06-20,1.972,1.9789,1.9699,1.9752,0
2008-06-23,1.9751,1.9756,1.9584,1.9648,0
2008-06-24,1.9655,1.9722,1.9625,1.9707,0
2008-06-25,1.9707,1.9769,1.9655,1.9741,0
2008-06-26,1.9743,1.9893,1.9714,1.9885,0
2008-06-27,1.9885,1.9951,1.9805,1.9948,0
2008-06-30,1.9944,1.9966,1.9879,1.9933,0
2008-07-01,1.9933,2.0005,1.9887,1.9952,0
2008-07-02,1.9949,1.9973,1.9844,1.9936,0
2008-07-03,1.9936,1.9936,1.9799,1.9826,0
2008-07-04,1.9826,1.9848,1.9795,1.9817,0
2008-07-07,1.9819,1.9827,1.9648,1.9755,0
2008-07-08,1.9755,1.9795,1.9665,1.9692,0
2008-07-09,1.9693,1.9837,1.9669,1.9832,0
2008-07-10,1.9832,1.9835,1.9712,1.9772,0
2008-07-11,1.9773,1.9958,1.9753,1.9884,0
2008-07-14,1.984,1.9963,1.9816,1.9946,0
2008-07-15,1.9944,2.0146,1.993,2.0047,0
2008-07-16,2.005,2.0095,1.9957,1.998,0
2008-07-17,1.998,2.0071,1.9949,1.9993,0
2008-07-18,1.9987,1.9994,1.9907,1.9986,0
2008-07-21,1.9969,2.0037,1.9907,2.0027,0
2008-07-22,2.0028,2.0075,1.9898,1.9912,0
2008-07-23,1.9913,2.0029,1.9903,1.9972,0
